issuerCode,issuerCountry,issuerCountryCode,serviceCode,serviceName,adnlServiceCode,adnlServiceName,allowedConsigneeCountry,allowedConsignorCountry,mandatory
Z12,SWEDEN,SE,83,PostNord Groupage,D5,Privat mottagare,ALL,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A2,Letter notification,FI,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,A8,Dangerous Goods LQ,LU,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C5,Delivery Notification,AT,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,D7,Before 12,FI,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A4,Email notification,LV,ALL,TRUE
Z11,DENMARK,DK,20,Return Pickup,A3,SMS notification,DK,DK,TRUE
Z11,DENMARK,DK,83,Groupage,A3,SMS notification,DK,ALL,FALSE
Z11,DENMARK,DK,91,EMS,A3,SMS notification,ALL,ALL,FALSE
Z13,NORWAY,NO,52,Pallet,C4,ID check,ALL,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,EE,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,10,Ad-hoc pickup,EE,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A3,SMS notification,LT,ALL,TRUE
Z14,FINLAND,FI,17,MyPack Home,C7,FlexChange,NO,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,B8,Driver Notification - Phone,HR,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A5,Insurance Europe,ALL,IE,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,E1,Tyres,DK,ALL,FALSE
Z12,SWEDEN,SE,42,Expresspaket,A2,eBrevsavisering,ALL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,E1,Tyres,HU,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,10,Ad-hoc pickup,BE,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,E1,Däck,!SJ,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,GB,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A6,Delivery without POD,IT,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A6,FlexDelivery,NO,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,D7,Before 12,FI,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,B8,Driver notification,FO,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A3,SMS notification,RO,ALL,FALSE
Z13,NORWAY,NO,83,Groupage,D1,Returner til avsender,ALL,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,FI,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A3,SMS notification,DK,SE,TRUE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,AX,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,GL,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A5,Insurance Europe,LU,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A8,Limited Quantity of Dangerous Goods,FI,NO,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,C5,Delivery Notification,DK,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E9,Collection Request,EE,ALL,FALSE
Z14,FINLAND,FI,83,PostNord Groupage,B8,Driver Notification - Phone,DK,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,D5,Private Receiver,NO,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A4,Email notification,BG,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,34,Upphämtning,SE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,AT,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A4,Email notification,DE,ALL,TRUE
Z12,SWEDEN,SE,19,PostNord MyPack Collect,G4,Fast liggetid 7 dagar,ALL,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E1,Tyres,FO,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E1,Tyres,EE,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,E8,Split shipment,ALL,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A7,Optional Service Point,MC,ALL,TRUE
Z11,DENMARK,DK,24,Return DropOff,A5,Insurance Europe,ALL,BE,FALSE
Z12,SWEDEN,SE,42,Expresspaket,A6,Leverans utan kvittens,ALL,ALL,FALSE
Z12,SWEDEN,SE,17,PostNord MyPack Home,A2,eBrevsavisering,ALL,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,A6,Delivery without POD,FI,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A3,SMS notification,SE,DK,TRUE
Z12,SWEDEN,SE,17,PostNord MyPack Home,D9,Klimatkompensation,ALL,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A3,SMS notification,HU,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A4,Email notification,NO,SE,TRUE
Z12,SWEDEN,SE,18,PostNord Parcel,D7,Before 12,NO,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,A9,Driver notification,ALL,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E1,Tyres,GR,ALL,FALSE
Z12,SWEDEN,SE,17,PostNord MyPack Home,D1,Return to Sender,DK,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E1,Tyres,HU,ALL,FALSE
Z12,SWEDEN,SE,20,Return Pickup,E6,Pickup Confirmation,DK,ALL,FALSE
Z12,SWEDEN,SE,87,Varubrev Retur,C7,FlexChange,SE,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,LT,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A5,Insurance Europe,EE,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E9,Collection Request,MC,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,D1,Return to Sender,FI,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,90,Varuförsäkring,ALL,ALL,FALSE
Z13,NORWAY,NO,18,Parcel,PB,Posten Norway Distribution,NO,ALL,FALSE
Z12,SWEDEN,SE,RR,Rek,A2,eBrevsavisering,ALL,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,D2,Kvittenskrav,SE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,ME,ALL,FALSE
Z12,SWEDEN,SE,57,PostNord Parcel Special,A9,Notification by phone,ALL,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A9,Notification by Phone,FI,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,D9,Climate Compensation,NO,FI,FALSE
Z11,DENMARK,DK,24,Return DropOff,A6,FlexDelivery,ALL,SK,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,D8,Ålderskontroll,SE,SE,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,LI,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,D6,Before 9,NO,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A4,Email notification,NO,ALL,TRUE
Z14,FINLAND,FI,18,PostNord Parcel,E9,Collection Request,BG,ALL,FALSE
Z12,SWEDEN,SE,87,Varubrev Retur,A2,eBrevsavisering,SE,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,10,Ad-hoc pickup,PL,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,D7,Before 12,DK,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A8,Limited Quantity of Dangerous Goods,SK,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,D5,Private Receiver,AT,ALL,FALSE
Z13,NORWAY,NO,30,MyPack Home Small (Parcel Letter),D1,Returner til avsender,ALL,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,A6,FlexDelivery,DK,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A4,Email notification,SE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,IS,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,E1,Tyres,LU,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A8,Limited Quantity of Dangerous Goods,SE,DK,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E9,Collection Request,RO,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,FR,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A3,SMS notification,CZ,ALL,TRUE
Z13,NORWAY,NO,83,Groupage,A8,Limited quantity of dangerous goods,NO,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E1,Tyres,AX,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,E1,Tyres,NO,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A6,Delivery without POD,PL,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,D9,Climate Compensation,SJ,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A7,Optional Service Point,DE,ALL,TRUE
Z11,DENMARK,DK,52,Pallet Pickup,62,Insurance DK,ALL,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,B9,Dangerous goods,SE,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,A8,Limited Quantity of Dangerous Goods,FI,ALL,FALSE
Z12,SWEDEN,SE,57,PostNord Parcel Special,A3,SMS-avisering,SE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A4,Email notification,PT,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,A8,Begränsad mängd farligt gods,!AX,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A7,Optional service point,LU,ALL,TRUE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,SE,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,D1,Immidiate Return,ALL,DK,FALSE
Z12,SWEDEN,SE,17,PostNord MyPack Home,A8,Begränsad mängd farligt gods,ALL,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,B8,Driver Notification - Phone,SK,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,FI,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,CH,ALL,FALSE
Z12,SWEDEN,SE,19,PostNord MyPack Collect,E8,Split shipment,NO,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,D1,Return to Sender,FI,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A8,Limited Quantity of Dangerous Goods,SI,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,B8,Chaufförsavisering,DK,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,D9,Climate Compensation,AX,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,89,EDI - mangelfuld adresse,NO,SE,FALSE
Z13,NORWAY,NO,19,MyPack Collect,A7,Optional service point,ALL,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,B9,Dangerous goods,ALL,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A4,Email notification,NO,FI,TRUE
Z11,DENMARK,DK,20,Return Pickup,89,EDI - mangelfuld adresse,SE,NO,FALSE
Z12,SWEDEN,SE,53,PALL.ETT Special,B9,ADR,ALL,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A3,SMS notification,DK,ALL,TRUE
Z12,SWEDEN,SE,19,PostNord MyPack Collect,E4,Collect in store,DK,ALL,FALSE
Z12,SWEDEN,SE,19,PostNord MyPack Collect,E4,Collect in store,NO,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,E1,Tyres,IM,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A4,Email notification,GG,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A5,Insurance Europe,NO,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,D9,Climate Compensation,AX,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E1,Tyres,DE,ALL,FALSE
Z13,NORWAY,NO,18,Parcel,E1,Tyres,ALL,ALL,FALSE
Z13,NORWAY,NO,17,MyPack Home,D1,Returner til avsender,ALL,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,A8,Dangerous Goods LQ,FR,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,D5,Private Receiver,IE,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A5,Insurance Europe,FI,SE,FALSE
Z11,DENMARK,DK,24,Return DropOff,A5,Insurance Europe,ALL,FR,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,D7,Before 12,FI,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,A8,Begränsad mängd farligt gods,!SJ,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A4,Standard Self-Service and E-mail Info,DK,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E1,Tyres,GG,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,FR,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,74,Avemballering,ALL,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,CZ,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,C4,Legitimationskontroll,NO,ALL,FALSE
Z14,FINLAND,FI,83,PostNord Groupage,A6,Delivery without POD,DK,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,IM,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A4,Email notification,FI,ALL,TRUE
Z11,DENMARK,DK,19,Mypack Collect,A7,Optional Service Point,LT,ALL,TRUE
Z11,DENMARK,DK,24,Return DropOff,A8,Limited Quantity of Dangerous Goods,ALL,SE,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A2,Letter notification,DK,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,D9,Klimatkompensation,ALL,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C5,Delivery Notification,BE,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,Q1,Time agreed delivery,DK,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,D1,Immidiate Return,SE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A4,Email notification,HU,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,E7,Pickup Handover,DK,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C5,Delivery Notification,CZ,ALL,FALSE
Z14,FINLAND,FI,49,InNight Reverse,A5,Insurance,FI,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A7,Optional service point,NL,ALL,TRUE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,BY,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A5,Insurance Europe,IT,ALL,FALSE
Z12,SWEDEN,SE,20,Return Pickup,A3,SMS-avisering,ALL,ALL,FALSE
Z13,NORWAY,NO,52,Pallet,D5,Privat mottaker,ALL,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,89,EDI - mangelfuld adresse,FI,DK,FALSE
Z13,NORWAY,NO,48,InNight,B9,Dangerous goods,NO,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,HU,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,D2,Kvittenskrav,NO,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A4,Email notification,NL,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A6,Delivery without POD,BA,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,10,Ad-hoc pickup,HR,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,10,Ad-hoc pickup,FI,ALL,TRUE
Z11,DENMARK,DK,24,Return DropOff,A5,Insurance Europe,ALL,LT,FALSE
Z12,SWEDEN,SE,19,PostNord MyPack Collect,90,Varuförsäkring,ALL,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A7,Optional service point,LV,ALL,TRUE
Z12,SWEDEN,SE,24,PostNord Return Drop Off,90,Varuförsäkring,ALL,ALL,FALSE
Z12,SWEDEN,SE,20,Return Pickup,C2,Print Label,ALL,ALL,FALSE
Z12,SWEDEN,SE,RK,Rek Retur,A3,SMS-avisering,ALL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A5,Insurance Europe,IM,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,25,Distribution of tobacco,SE,SE,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,C4,Legitimationskontroll,SE,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A5,Insurance Europe,ES,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,RO,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,G3,Utökad liggetid 14 dagar,SE,SE,FALSE
Z11,DENMARK,DK,24,Return DropOff,A6,FlexDelivery,ALL,DE,FALSE
Z12,SWEDEN,SE,17,PostNord MyPack Home,B8,Chaufförsavisering,ALL,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A6,Delivery without POD,GB,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,62,Insurance DK,DK,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,E1,Tyres,LV,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C6,Delivery Confirmation,ES,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A8,Limited Quantity of Dangerous Goods,SE,SE,FALSE
Z12,SWEDEN,SE,RK,Rek Retur,FE,"Faktura, utan inlämningsundrlag",ALL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A5,Insurance Europe,GL,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,RS,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,CZ,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,AX,ALL,FALSE
Z13,NORWAY,NO,83,Groupage,C6,Leverings bekreftelse,ALL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A8,Limited Quantity of Dangerous Goods,PT,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,GG,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,A6,Leverans utan kvittens,DK,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,10,Ad-hoc pickup,SJ,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,E1,Tyres,ES,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,A8,Dangerous Goods LQ,AT,ALL,FALSE
Z12,SWEDEN,SE,RK,Rek Retur,A2,eBrevsavisering,ALL,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,A4,e-postavisering,SE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,D7,Before 12,SE,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,D2,Signature Assurance,DK,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A4,Email notification,FI,ALL,FALSE
Z14,FINLAND,FI,49,InNight Reverse,A8,Dangerous Goods LQ,FI,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A4,Email notification,SK,ALL,TRUE
Z11,DENMARK,DK,20,Return Pickup,D9,Climate Compensation,NO,SE,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,D2,Signature Assurance,ALL,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,E1,Tyres,EE,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,10,Ad-hoc pickup,HU,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A6,FlexDelivery,ALL,SE,FALSE
Z11,DENMARK,DK,20,Return Pickup,A5,Insurance Europe,NO,DK,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,BE,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E1,Tyres,ES,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E9,Collection Request,LT,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,E7,Pickup Handover,NO,ALL,FALSE
Z12,SWEDEN,SE,RR,Rek,A3,SMS-avisering,ALL,ALL,FALSE
Z12,SWEDEN,SE,48,InNight,A5,Varuförsäkring,ALL,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A3,SMS notification,SJ,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A3,SMS notification,DK,FI,TRUE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,LT,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,44,GDP Temperaturkrav,ALL,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,BG,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,10,Ad-hoc pickup,BE,ALL,TRUE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,IT,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,74,Avemballering,ALL,ALL,FALSE
Z14,FINLAND,FI,48,InNight,B9,Dangerous Goods,DK,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A3,SMS notification,BG,ALL,FALSE
Z12,SWEDEN,SE,17,PostNord MyPack Home,F2,Express,ALL,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A4,Email notification,SE,FI,TRUE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,HR,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,GG,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A4,Email notification,RO,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A3,SMS notification,NO,ALL,TRUE
Z14,FINLAND,FI,18,PostNord Parcel,D3,Delivery Advice,NO,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,B8,Chaufförsavisering,ALL,ALL,FALSE
Z12,SWEDEN,SE,VV,Värde,FE,"Faktura, utan inlämningsundrlag",ALL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A5,Insurance Europe,FO,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,SK,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,D9,Climate Compensation,ALL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,IE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,PT,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A4,Standard Self-Service and E-mail Info,SE,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,10,Ad-hoc pickup,NO,ALL,TRUE
Z14,FINLAND,FI,52,PostNord Pallett,D5,Private Receiver,AX,ALL,FALSE
Z12,SWEDEN,SE,RK,Rek Retur,FR,Franco,ALL,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A6,FlexDelivery,NO,NO,FALSE
Z12,SWEDEN,SE,VV,Värde,KB,Mottagarkvittens,ALL,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C7,FlexChange,DK,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A6,Delivery without POD,FR,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A5,Insurance Europe,AX,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,10,Ad-hoc pickup,BA,ALL,TRUE
Z12,SWEDEN,SE,17,PostNord MyPack Home,D4,Digitallock,ALL,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A4,Email notification,ES,ALL,TRUE
Z12,SWEDEN,SE,52,PostNord Pallet,E7,Pickup Handover,FI,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A7,Optional Service Point,ES,ALL,TRUE
Z11,DENMARK,DK,17,Mypack Home,A4,Email notification,LI,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,E1,Tyres,LU,ALL,FALSE
Z14,FINLAND,FI,48,InNight,B9,Dangerous Goods,NO,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,E1,Tyres,FI,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A3,SMS notification,PT,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A3,SMS notification,LV,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,B7,Carry-In,FI,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,GR,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C6,Delivery Confirmation,GB,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,62,Insurance DK,DK,SE,FALSE
Z12,SWEDEN,SE,53,PALL.ETT Special,A8,Begränsad mängd farligt gods,ALL,ALL,FALSE
Z12,SWEDEN,SE,RR,Rek,FB,Förbetald,ALL,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,10,Ad-hoc pickup,BY,ALL,TRUE
Z12,SWEDEN,SE,17,PostNord MyPack Home,A6,Leverans utan kvittens,ALL,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A7,Optional Service Point,RO,ALL,TRUE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,GR,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,CH,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,10,Ad-hoc pickup,FR,ALL,TRUE
Z11,DENMARK,DK,19,Mypack Collect,A7,Optional Service Point,BG,ALL,TRUE
Z11,DENMARK,DK,18,PostNord Parcel,7,Economy to FO/GL,GL,ALL,TRUE
Z14,FINLAND,FI,18,PostNord Parcel,E1,Tyres,MC,ALL,FALSE
Z13,NORWAY,NO,17,MyPack Home,A8,Limited quantity of dangerous goods,NO,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,EE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A4,Email notification,SI,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,62,Insurance DK,DK,NO,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,G4,Fast liggetid 7 dagar,ALL,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,LU,ALL,FALSE
Z14,FINLAND,FI,48,InNight,B9,Dangerous Goods,SE,ALL,FALSE
Z12,SWEDEN,SE,86,Varubrev 1:a Klass,C7,FlexChange,SE,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,62,Insurance DK,FI,FI,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,10,Ad-hoc pickup,IT,ALL,TRUE
Z11,DENMARK,DK,17,Mypack Home,D9,Climate Compensation,SE,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A6,FlexDelivery,ALL,CH,FALSE
Z14,FINLAND,FI,17,MyPack Home,C7,FlexChange,FR,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A5,Insurance Europe,DK,FI,FALSE
Z11,DENMARK,DK,17,Mypack Home,A3,SMS notification,BE,ALL,TRUE
